Gene name,UCSC ID,G2 mRNA RPKM,M mRNA RPKM,G1 mRNA RPKM,G2 mRNA Read Count,M mRNA Read Count,G1 mRNA Read Count
KRBA1,uc003wfz.2,12.9,8.4,5.1,848,963,459
DDR2,uc001gcg.2,86.5,99,60.2,4925,9456,4471
ERC1,uc001qjb.2,18.2,15.3,9.3,1353,1877,905
MMS22L,uc003ppb.2,10.7,17.3,10.5,916,2428,1137
UBA7,uc003cxr.2,25.8,18,11,1759,1993,963
RAD51AP1,uc001qmu.2,40.9,58.8,35.8,852,2140,971
HBP1,uc003vdy.2,58.1,54.1,32.9,2050,3160,1461
MGA,uc010ucy.1,4.9,4.7,2.9,1031,1568,763
SRBD1,uc002rus.2,16,19.2,11.7,1078,2149,1011
RIF1,uc002txm.2,28.1,40.3,24.5,4804,11294,5285
TMEM187,uc004fjq.2,36.6,31.3,19,606,900,424
TUBA1C,uc001rtt.1,4326.5,3987.3,2419.2,3703,6397,2890
H2AFX,uc001pvg.2,820.4,651.5,395.2,5076,7147,3409
THNSL1,uc001isi.3,6.4,6.8,4.1,324,571,266
ARVCF,uc002zqz.2,9.6,5.6,3.4,600,628,286
MDM4,uc001hba.2,8,11.8,7.1,262,644,302
GGA1,uc003atc.2,29,25.1,15.2,1191,1795,839
ALG6,uc010oow.1,11,17.3,10.5,385,997,462
WDPCP,uc002sch.2,4.3,4.4,2.7,218,369,173
PTPN18,uc002trc.2,5.1,4.1,2.5,153,207,98
BRD3,uc004cew.2,19,16.8,10.2,889,1316,638
RTKN2,uc001jlw.2,11.2,12,7.3,466,819,383
SLC35F3,uc001hvy.1,10.2,9.2,5.6,320,493,236
SLC38A9,uc003jqf.2,11.5,19.6,11.9,443,1261,576
CDCA7,uc002uic.1,35.4,64.6,39,1051,3118,1497
POLD1,uc002psb.3,73.5,71.5,43.2,5192,8777,4156
RHOT2,uc002cip.2,149.3,143.3,86.5,5920,9845,4622
NADK,uc001aic.2,64.8,62.9,38,1844,3102,1460
ME3,uc001pbz.2,112.7,116.2,70.1,4527,7847,3663
WRAP73,uc001ako.2,34.7,40.4,24.3,1032,2077,966
GPBP1,uc003jrk.3,67.7,112.8,68,2163,5969,2784
EHBP1,uc002sby.2,19.3,23.2,14,1609,3151,1499
ECHDC2,uc001cuo.3,20.3,18.7,11.3,349,526,251
NARFL,uc010uuq.1,26.3,18.6,11.2,244,308,142
PLEKHA6,uc001hau.2,6,4,2.4,415,446,218
TBC1D9,uc010ioj.2,24,23,13.8,2036,3222,1525
FAM161A,uc010ypo.1,9,6.7,4.1,403,505,232
RAB10,uc002rgv.2,238.9,269,161.8,3137,5935,2745
MORC4,uc004emu.3,29.7,23.2,13.9,1865,2378,1134
USP45,uc003ppx.2,10.7,13.8,8.3,586,1267,586
PRKAA2,uc001cyk.3,6,7.8,4.7,219,476,224
ALS2CR8,uc002uzo.2,5.6,3,1.8,281,248,114
TTF2,uc001egy.2,21.8,21.4,12.9,1689,2704,1303
CTNS,uc002fwa.2,7.3,7,4.2,194,311,145
TSC2,uc002con.2,47.8,47.2,28.3,5660,9429,4461
ORC2,uc002uwr.2,23.5,24.5,14.7,915,1570,736
TAZ,uc004fla.2,46,46.9,28.2,769,1348,629
CCDC101,uc002dqf.2,11.6,13.2,7.9,215,417,195
SLC16A14,uc002vqd.1,18.7,20,12,610,1120,527
LETMD1,uc001rxm.2,79.6,75.1,45,1897,3028,1392
TTLL1,uc003bdi.2,6.8,5.5,3.3,185,255,121
ST3GAL3,uc001ckb.2,25.6,21.9,13.2,735,1044,503
LRSAM1,uc004brb.1,15.9,13.6,8.1,744,1079,510
TCF12,uc002aea.2,26.6,29,17.4,1268,2283,1065
SH3D19,uc010ipl.1,23,24.4,14.6,1219,2141,1004
LRRC24,uc003zdm.2,8.3,4.2,2.5,272,245,111
MLLT6,uc002hqi.3,60.7,37.3,22.3,4218,4512,2106
HSPG2,uc001bfj.2,19.1,13.7,8.2,5470,6650,3133
CENPK,uc003jts.2,55,97.5,58.3,991,2994,1342
SUGP2,uc002nkx.2,58.3,65.5,39.2,4170,7879,3685
SLC9A5,uc002esm.2,6,5.6,3.4,344,552,262
SLC9A6,uc004ezk.2,12.3,13.8,8.3,571,1073,501
BAHCC1,uc002kaf.2,9.6,7.5,4.5,1571,2103,994
C1orf159,uc001acu.2,27.3,17.7,10.6,338,370,177
TPCN2,uc001oos.2,12.2,8.6,5.1,583,717,335
PALB2,uc002dlx.1,17.3,23.6,14.1,1390,3225,1453
PPL,uc002cyd.1,3.6,0.7,0.4,447,131,63
SPATA20,uc002ird.2,87.1,78.2,46.6,4524,7009,3222
KDM3A,uc010ytj.1,39,37.7,22.4,3523,5580,2573
ATAD2,uc003yqh.3,54.2,81.9,48.8,5095,12688,5869
HDAC10,uc003bkg.2,26.7,24.5,14.6,1149,1800,843
TTC23,uc002bux.2,11.6,10.2,6.1,348,507,234
DHX58,uc002hyw.3,12.3,9,5.3,541,679,313
UHRF1,uc002mbo.2,42.4,48.4,28.7,1848,3532,1693
VANGL1,uc001efv.1,21,20.2,12,722,1154,544
PRDM5,uc003idn.2,10.7,10.4,6.2,450,734,338
LTBP3,uc001oej.2,221.1,180.4,107.1,19064,26192,12133
TRAF2,uc004cjv.2,39.4,41.1,24.4,1260,2259,1056
NAPB,uc002wta.2,12.4,10.9,6.5,249,364,165
CPS1,uc002vee.3,20.6,20.4,12.1,2085,3358,1583
C14orf93,uc001wih.2,16,15.8,9.4,567,934,435
DPYD,uc001drv.2,19.2,25.8,15.3,1345,2917,1360
CAMK2D,uc003ibi.2,63,53.3,31.6,2070,2909,1357
KIFAP3,uc001ggv.2,15.4,14.6,8.6,825,1310,593
ASB13,uc001iig.2,20.5,18.6,11,362,568,262
CEP76,uc002kri.2,6.7,7.4,4.4,298,536,250
DLG5,uc001jzk.2,64.8,47.1,27.9,8146,9995,4663
ABCA2,uc011mel.1,13.9,9.8,5.8,2211,2637,1226
PIK3R4,uc003enj.2,21.2,28.4,16.8,1955,4300,1982
KIAA1109,uc003ieh.2,12.5,12.1,7.1,4297,6765,3113
BCDIN3D,uc001rvh.2,8.5,8.7,5.2,161,299,129
DOLPP1,uc004bxc.2,15.9,17.2,10.2,231,459,206
ZSCAN18,uc010yht.1,72.3,54.4,32.1,2592,3363,1565
ERI2,uc010vbb.1,18.5,25.3,14.9,866,1947,893
KIF2A,uc003jsz.3,53.8,73.3,43.2,2674,6117,2768
ANKRD44,uc002uua.1,6.1,5.1,3,377,527,240
PION,uc003ugf.2,13.4,18.3,10.8,795,1737,800
SGSH,uc002jxz.3,10.3,5.9,3.5,334,325,151
FARS2,uc003mwr.2,22.2,30,17.7,658,1500,688
ARRDC1,uc004cns.2,62.2,53.5,31.5,1708,2581,1175
RNF26,uc001pwh.2,97.3,83.1,48.9,2731,3959,1827
MYO19,uc010wcy.1,49.1,59.3,34.9,3087,6380,2939
RNF214,uc001pqt.2,24.4,22.5,13.2,1144,1748,805
ZSCAN30,uc002kym.2,18.3,16.9,9.9,589,912,418
EID3,uc001tkw.2,12.8,12.8,7.5,279,475,214
ZNF695,uc009xgu.2,3.2,4.3,2.5,107,247,112
RAD18,uc003brd.2,31.5,45.2,26.5,1056,2526,1135
CCDC66,uc003dhz.2,14.8,18.5,10.8,962,1950,893
SVIL,uc001iut.1,8.3,7.6,4.4,1255,1804,848
TUBD1,uc002ixw.1,3.2,4,2.4,100,202,92
MAD1L1,uc003slg.1,36.3,31.6,18.5,1650,2443,1148
SNPH,uc002wes.2,5.5,4.3,2.5,175,226,108
C5orf45,uc003mla.2,44,27.6,16.2,973,1048,476
CTIF,uc002ldd.2,22.8,16.4,9.6,885,1103,497
ELMOD3,uc010ysn.1,14.1,14.5,8.4,366,623,284
PRKD1,uc001wqh.2,8.8,9.3,5.4,535,938,428
HLCS,uc002yvs.2,19.2,16.3,9.5,918,1313,597
RFC1,uc003gtx.1,63.1,90.6,52.9,4892,11781,5282
RPGRIP1L,uc002ehp.2,18,24.1,14,1617,3491,1607
ANKRD26,uc009xku.1,4.3,4.4,2.6,504,839,381
HAUS6,uc003znk.2,5.4,5.2,3,305,504,226
C17orf70,uc002kaq.2,41.8,31.5,18.4,2343,3067,1406
NISCH,uc003ded.3,34.2,26.7,15.6,3382,4397,2038
FANCI,uc010bnp.1,74.3,101.8,59.3,6622,15252,6858
KBTBD3,uc001pjb.2,3.7,4.3,2.5,158,301,132
LMO7,uc001vjv.2,103.9,112.6,65.6,9457,17373,7900
SLC26A10,uc001spe.2,4.6,4.1,2.4,175,251,116
SPG7,uc002fnj.2,74.4,83.8,48.8,3843,7307,3362
CELSR2,uc001dxa.3,4.6,3.8,2.2,921,1275,568
NPHP4,uc001alq.1,9.8,7.5,4.4,897,1199,545
NUP62,uc002prb.2,47.2,38.8,22.5,1586,2200,1017
GGA3,uc002jni.1,28.6,27.5,16,1340,2184,1000
ANAPC4,uc003gro.2,26.7,35.5,20.6,1464,3219,1446
MAP3K5,uc003qhc.2,9.2,8.5,4.9,838,1301,591
MYO18A,uc002hdt.1,32.2,24.7,14.4,4397,5637,2575
AKNA,uc004bis.3,8.3,7.1,4.1,776,1129,515
RCCD1,uc002bqk.2,82.4,45.2,26.3,1956,1829,850
KIF13A,uc003ncg.3,21.5,18.1,10.5,2601,3602,1653
REEP4,uc003xau.1,128.7,123,71.4,2093,3411,1565
ZMYM3,uc004dzh.1,27.7,21.1,12.3,2539,3194,1461
ZDHHC8,uc002zrq.2,26.7,20.2,11.8,1273,1711,774
MAVS,uc002wjw.3,75.6,65.2,37.8,2645,3886,1766
TIAF1,uc002hdv.1,33.2,28.9,16.8,239,353,160
ZWINT,uc001jka.1,110.3,127.7,74.1,1951,3872,1756
SH3D21,uc010oia.1,6.5,3.3,1.9,328,275,124
WDHD1,uc001xbm.1,32.3,45.5,26.4,2475,5804,2588
ZMYM4,uc001byt.2,26.5,31.1,18.1,2813,5357,2429
none,uc002dby.3,13.5,9.7,5.6,381,445,207
JPH2,uc002xli.1,15.4,12.2,7.1,678,926,427
MIOS,uc003srf.2,28.4,39.4,22.8,1671,3900,1734
SLC1A4,uc010yqa.1,15.4,18.1,10.5,524,1098,481
VPS72,uc001exe.1,89.9,108.4,62.8,2112,4412,1964
GPR180,uc001vly.2,15.1,23.4,13.6,439,1153,515
DOCK10,uc010fwz.1,7.9,11.1,6.4,1166,2745,1228
DIS3L2,uc010fxz.2,14.7,12.6,7.3,836,1193,557
PDE5A,uc003idh.2,23.7,13.7,7.9,1391,1423,602
C14orf79,uc001ypy.1,21.1,20.5,11.8,438,743,330
MTA3,uc002rsq.2,35.3,41.1,23.8,1210,2355,1047
LRIG3,uc001sqr.2,14.7,15.6,9,1133,1984,877
PIGA,uc004cwr.2,6.7,7.6,4.4,203,421,182
CCDC111,uc003iwk.2,23.6,46.4,26.8,901,2921,1281
INTS2,uc002izn.2,7.7,9.1,5.3,626,1228,551
LPAR1,uc004bfc.2,133.1,159.1,91.5,3085,6564,2865
NIF3L1,uc002uwm.2,57,81.2,46.7,1382,3403,1484
ZNF362,uc001bxc.1,10,7.7,4.5,276,363,161
LMLN,uc010iar.2,4.3,3.9,2.3,198,294,135
GLRB,uc003ipj.2,23.2,27.2,15.6,782,1532,671
E4F1,uc002cpm.2,75.3,71.2,40.9,3775,6189,2778
MOCS1,uc003opb.2,8.7,7.7,4.4,350,539,240
CPT1C,uc002ppj.2,7.1,6.5,3.7,372,581,259
ZNF239,uc009xmk.2,7.4,9.9,5.7,221,512,223
PARP6,uc002auc.2,41.5,47.1,26.9,1742,3384,1469
TRMT61B,uc002rmm.2,26.5,35.4,20.3,839,1867,834
CEP112,uc002jfl.2,9.4,10.9,6.2,613,1140,517
NEURL4,uc002gga.1,21.7,18.7,10.7,2203,3231,1456
ZNF512B,uc002yhl.1,36,33.3,19,2089,3311,1473
XYLT2,uc002iqo.2,46.7,42.6,24.3,2597,4091,1823
ITGA10,uc001eoa.2,4.6,2.8,1.6,368,367,164
DZIP3,uc003dxd.2,9.5,15.2,8.7,796,2082,913
PRKCE,uc002rut.2,4.8,4.6,2.6,227,384,168
C19orf40,uc002nud.3,7.7,9.5,5.4,106,213,99
MTMR11,uc001etl.3,17.7,11.9,6.8,840,956,416
KIAA0430,uc002ddr.2,20.6,16.5,9.4,2428,3159,1422
WDR75,uc002uql.1,58.3,101.8,58,3262,9584,4176
AGFG2,uc003uvf.2,17.6,17.8,10.1,549,936,416
MTHFSD,uc010vor.1,26.2,23.2,13.2,651,974,434
CDC6,uc002huj.1,32,53,30.1,1192,3374,1461
STRADA,uc002jbm.2,28.3,31.7,18,807,1532,669
none,uc011kup.1,16.3,11.3,6.4,183,219,97
GLIS3,uc003zhx.1,3,2.7,1.5,189,289,125
CENPQ,uc003ozh.1,40.6,77.8,44.1,737,2388,1011
MAPK12,uc003bkm.1,84.5,84,47.7,1956,3430,1503
ATXN1,uc010jpi.2,7.6,5,2.8,410,452,201
MON2,uc001sre.2,22.7,29.2,16.5,2657,5662,2474
LMNB1,uc003kud.1,101.3,110.1,62.4,3922,6857,3141
WDR19,uc003gtv.2,21.8,15.4,8.7,2009,2344,1020
WDR25,uc001yhn.2,15.3,16.8,9.5,535,1037,448
DIAPH2,uc004efu.3,10.2,11.6,6.6,765,1417,629
PCNT,uc002zji.3,21.8,18.7,10.6,4775,6918,3072
AP4M1,uc003utb.3,26,22.3,12.6,765,1135,492
TAB1,uc003axt.2,25.1,23.4,13.2,822,1285,574
MNS1,uc002adr.2,9.4,10.8,6.1,314,583,261
ADARB1,uc002zgy.2,10,9.4,5.3,482,769,340
TNKS,uc003wss.2,18.5,19.8,11.2,1652,2950,1291
ZNF300,uc003lsy.1,26.7,29.3,16.5,1056,1951,839
DOCK5,uc003xeg.2,28.2,24.7,13.9,3497,5187,2269
PCYOX1L,uc003lqk.2,17.9,16.3,9.2,575,890,392
NSUN6,uc010qcp.1,6.5,7.2,4.1,207,360,164
CEP192,uc010xac.1,16.7,19.8,11.2,2898,5713,2471
PLXNB1,uc003csw.2,18.4,13,7.3,2581,3105,1361
NR2C1,uc001tdm.3,26.4,29.8,16.8,1085,2017,874
ZNF449,uc004eys.2,8.8,4.9,2.8,308,284,124
METTL4,uc002klh.3,11.7,17.8,10,375,956,408
TRPM4,uc002pmw.2,17.1,10.7,6,1322,1480,633
MIS12,uc002gce.2,35.4,44.7,25.1,485,989,437
MTF2,uc009wdj.2,21.8,35.5,19.9,882,2338,1024
PASK,uc002wao.1,9.2,10.1,5.7,795,1502,654
RBM6,uc003cyc.2,44.7,51.4,28.8,3338,6407,2813
KIF7,uc002bof.2,5,4.4,2.5,419,632,288
AGAP1,uc002vvs.2,11.1,9.6,5.4,588,898,392
ANK3,uc001jky.2,1.8,1.4,0.8,541,671,292
C12orf48,uc001tjg.2,31.6,50.3,28.2,1089,2775,1214
KIF22,uc002dts.3,189.3,186.8,104.7,8189,13471,6032
TCEANC2,uc001cwt.1,7.9,9.4,5.3,110,210,93
TRMT2A,uc002zrl.1,34.2,31.2,17.4,1365,2148,944
INPP5E,uc004cho.2,26.3,23.2,13,1075,1627,723
PIEZO1,uc010vpb.1,113.8,114.9,64.2,18114,32144,14036
GLYATL2,uc001nnd.3,5.2,6.4,3.6,98,210,89
CREB3L4,uc001fdm.1,13.8,13.3,7.4,359,586,252
FANCG,uc003zwb.1,62.6,67.5,37.7,2528,4690,2031
HEATR7A,uc003zbk.3,6.5,5.3,2.9,680,945,416
OPHN1,uc004dww.3,8.6,6.7,3.8,465,603,261
none,uc001xip.2,51.8,62.1,34.7,2020,3973,1725
MAPK11,uc003bkr.2,19,12.7,7.1,434,525,221
KIF20A,uc003lcj.2,177.7,282.6,157.6,10859,27058,12182
TUBE1,uc003pvq.2,16.7,23,12.8,508,1213,515
PTPRM,uc010dkv.2,34.1,31.1,17.4,3329,5199,2214
TMEM55B,uc001vxk.2,54.1,47.1,26.3,997,1491,638
AGFG2,uc010lgy.2,14.6,13.6,7.6,241,372,162
PAK3,uc010npv.1,3.9,3.6,2,150,229,101
ADAMTSL1,uc003zne.3,33.3,29.3,16.3,3852,5552,2505
CEP120,uc003ktk.2,26.1,32.3,18,1723,3607,1539
CDK5RAP2,uc004bkf.2,29.7,28.9,16.1,3755,6089,2655
OBSCN,uc009xez.1,1.1,0.5,0.3,602,471,199
UBE2CBP,uc003pjp.2,5,6.8,3.8,128,292,126
none,uc002pic.3,26,13.9,7.7,1031,936,423
ZNF138,uc011kdq.1,8,9.9,5.5,146,316,134
ASAP3,uc001bha.2,8.9,9.5,5.3,544,978,413
TRIM2,uc003inh.2,18.9,18.5,10.3,976,1608,688
PRPF40B,uc001rur.1,20.2,15.3,8.5,1135,1479,643
LRRIQ1,uc001tac.2,1.3,1.3,0.7,153,256,112
ZSCAN16,uc003nkm.2,12.5,14.3,8,291,556,236
ARHGEF10L,uc001ban.2,23.2,18.1,10,1941,2576,1114
LRCH4,uc003uvj.2,40.7,33.4,18.5,1778,2525,1095
FZR1,uc010dtk.2,82.3,53.7,29.7,2625,2917,1273
CCNB1,uc003jvm.2,427.2,698.8,386.9,12426,32192,14430
ABHD10,uc003dyk.3,48.2,66.6,36.9,962,2290,967
THBS4,uc003kgh.2,3.2,3.6,2,210,378,164
TTC21A,uc003cje.2,2.6,1.7,0.9,237,253,109
VWDE,uc003ssj.2,1.4,1.6,0.9,157,279,124
ADAM12,uc001ljk.2,8,7.7,4.3,492,743,337
PRSS53,uc002eaq.2,17.1,12.4,6.8,601,761,326
PHF3,uc003pep.1,34.4,37,20.4,4850,8436,3630
PLAGL1,uc003qkf.2,13,16.1,8.9,391,828,354
DEPDC1B,uc003jsh.2,39.3,54.2,29.8,1398,3247,1365
DIABLO,uc010tab.1,146.8,134.1,73.8,2244,3492,1503
EFCAB7,uc001dbf.2,11.5,17.6,9.7,499,1244,527
BUB1,uc002tgc.2,120.6,169.5,93.2,8861,20468,8796
BTN3A1,uc003nhv.2,5.5,4.2,2.3,183,223,99
GOLPH3L,uc001evj.2,30.4,29.3,16.1,580,921,392
NUF2,uc001gcr.1,136.9,233.6,128,4347,12111,5129
ANGEL2,uc001hjz.2,15.9,21.7,11.9,590,1275,559
RASAL2,uc001glq.2,12.6,13.4,7.3,1073,1924,815
NARFL,uc002cjr.2,57.5,55.1,30.1,1745,2929,1234
XRCC3,uc001ynz.3,58.7,61.8,33.8,1292,2329,1004
HEG1,uc003ehs.3,36.3,20.8,11.4,3430,3213,1366
TRIM45,uc001egz.2,6.3,3.7,2,242,234,102
PCOLCE,uc003uvo.2,5.1,4.7,2.6,156,230,99
NEK8,uc002hcp.2,4.7,2.7,1.5,208,205,87
CLTCL1,uc011agw.1,4.7,4.6,2.5,494,850,355
LIME1,uc002ygp.3,39.9,33.7,18.3,733,1092,463
ESCO2,uc003xgg.2,11.3,13.7,7.5,456,906,388
TIAM1,uc002yow.1,2.4,2.3,1.3,261,407,176
ASTN2,uc004bjs.1,2.6,2.2,1.2,231,338,140
CEACAM19,uc002ozp.3,18.9,8.7,4.7,354,298,121
C17orf56,uc002jzu.1,35.1,32.9,17.9,1170,1937,812
ECT2,uc003fik.1,107.6,160.2,87.2,6459,16086,6663
PKD2,uc003hre.2,45.6,42.1,22.9,2921,4525,1925
TYK2,uc002moc.3,48.3,46.1,25.1,3705,6068,2586
RFC4,uc003fqz.2,84.5,108.2,58.7,2020,4310,1831
CWF19L2,uc010rvp.1,18.1,24.5,13.3,1097,2463,1031
NUDT6,uc003iew.2,12.5,14.2,7.7,263,492,208
KIAA0895L,uc002ert.2,13.6,7.7,4.2,401,399,169
none,uc002ddh.2,4,4.3,2.3,134,250,105
ATXN2,uc001tsj.2,36.7,33.8,18.3,3211,4892,2084
RACGAP1,uc001rvs.2,171,178.6,96.7,5122,9182,3920
MKKS,uc002wnu.1,39.1,58.5,31.7,1498,3811,1563
EEFSEC,uc003eki.2,18.5,18,9.8,705,1188,503
STAMBPL1,uc001kfk.2,16,23.9,12.9,470,1171,487
OGT,uc004eaa.1,153.3,140.4,75.9,10842,16666,6903
ZNF514,uc002sue.1,17.2,8.8,4.7,452,373,162
ARHGAP19,uc001knb.2,14.5,17.9,9.7,481,976,414
YEATS2,uc003fly.2,23.5,23,12.4,2234,3595,1536
PLD1,uc003fhs.2,6.4,4.2,2.2,475,489,210
DMGDH,uc003kfs.2,5.4,5,2.7,316,490,202
SCLT1,uc003igp.2,14.4,17.9,9.6,683,1319,572
GMPR,uc003nbs.2,22.8,19.1,10.3,519,722,304
MYH3,uc002gmq.1,1.2,1.3,0.7,153,286,117
LLGL2,uc002joh.2,2.3,2.4,1.3,152,284,116
HDHD1,uc011mhm.1,34.6,30.5,16.3,523,820,342
ABCA8,uc002jhp.2,5.3,3.9,2.1,598,697,288
TFAP4,uc010uxg.1,21.3,16.7,9,459,611,260
CDCA3,uc001qrg.2,157.3,162.3,86.9,2563,4418,1877
C14orf133,uc001xtt.1,35.9,38.2,20.4,1173,2128,870
STK38,uc003omh.2,39.5,43.4,23.2,1223,2197,931
ZNF675,uc002nri.2,3.3,4.3,2.3,118,270,109
NDE1,uc002dds.2,47.4,43,22.9,1031,1531,660
ABCA7,uc002lqw.3,7.5,3.9,2.1,1050,957,387
KLHL29,uc002reg.2,7.3,6,3.2,328,475,194
GPR162,uc001qqw.1,5.4,4.1,2.2,210,271,111
ENGASE,uc002jwv.2,21.5,14,7.4,1029,1155,479
TPX2,uc002wwp.1,288.6,332,176.5,14361,26382,11431
DAGLA,uc001nsa.2,6.5,5,2.7,442,579,240
ASF1B,uc002mye.2,70.7,76.9,40.8,918,1703,700
FAM178A,uc001krs.2,16.3,16.8,8.9,1313,2167,922
ZFP90,uc002ewe.2,15.7,13.2,7,663,917,382
HOOK2,uc002muy.2,20.4,16.3,8.7,935,1314,539
WDR7,uc002lgk.1,6.1,6.6,3.5,616,1084,450
CSAD,uc010snx.1,11.5,8.2,4.3,392,477,195
PLXNA3,uc004flm.2,33,22.4,11.8,3962,4685,1913
EFHC1,uc003pap.3,44.1,33.8,17.9,1917,2421,989
PARP10,uc003zal.3,6.7,5,2.6,445,565,234
CHAF1A,uc002mal.2,49.8,50,26.4,3086,5225,2191
HDAC6,uc004dks.1,48,38.5,20.4,3815,5137,2151
YPEL3,uc002dwm.2,59.3,34.4,18.1,458,449,179
PLCE1,uc001kjk.2,7.6,8.3,4.4,1190,2107,882
SHROOM1,uc003kxy.1,16.2,15.7,8.3,885,1456,610
SPEF2,uc003jjo.2,4.9,4.1,2.2,615,852,345
WRN,uc003xio.3,23.7,36,19,2288,5839,2350
MTERFD1,uc003yhs.1,23,37.5,19.7,659,1755,709
SPC25,uc002uel.2,36.2,48.4,25.4,549,1179,485
C15orf41,uc001zje.3,15.6,15,7.9,290,453,189
ZYG11A,uc001cuk.2,2.6,3,1.6,129,251,104
DIP2C,uc001ifp.2,7.7,6.8,3.6,786,1149,482
CLASP2,uc003cfu.2,36.1,48,25.2,3646,8298,3301
BOLA1,uc001etf.2,26.4,20.5,10.7,220,300,123
PGAP2,uc001lys.2,11.6,12.9,6.8,241,446,183
NKX2-1,uc001wtu.2,23.7,18.5,9.7,575,837,332
NLRX1,uc001pvw.2,20.7,15.2,8,1318,1642,676
PPWD1,uc003jtv.3,37,48.8,25.5,1624,3510,1427
CPA4,uc003vpr.2,110.2,68.6,35.9,3082,3215,1303
FAN1,uc001zff.2,21,23.4,12.2,1408,2667,1080
DCLRE1A,uc001law.2,18.1,28.3,14.8,1277,3331,1336
ZBTB40,uc001bfu.2,9.7,10,5.2,789,1362,562
SLMO1,uc010wzu.1,39.8,44.2,23.1,437,837,335
BZRAP1,uc002ivx.3,6.4,4.2,2.2,786,810,351
MIIP,uc001ato.1,36.5,35.8,18.7,899,1536,625
none,uc003quo.2,1.2,2.1,1.1,63,201,75
ORC6,uc002eeh.2,101.4,121,63.1,1662,3248,1359
NECAB3,uc002wzm.3,21.2,18.4,9.6,497,739,298
FAM111A,uc001nnq.2,50.4,47.9,25,2097,3260,1323
none,uc011jxf.1,29.7,28.1,14.7,263,416,168
LTB4R,uc001wos.2,33.8,12.4,6.5,754,495,196
PAN3,uc001urx.2,19.8,25.9,13.5,921,1980,803
C8orf73,uc010mff.2,5.1,10.6,5.5,223,847,343
MBD6,uc001soj.1,25.7,19,9.9,1661,2161,864
MTUS1,uc003wxv.2,8.9,7.5,3.9,798,1045,431
ULK3,uc010bkf.1,23.2,24,12.5,706,1272,508
IFT140,uc002cmb.2,23.2,15.7,8.1,2222,2524,1036
DENND4B,uc001fdd.1,31.4,28,14.5,3023,4676,1890
ENOSF1,uc002kku.3,12.8,16.5,8.6,377,807,328
NCOA2,uc003xyn.1,6,6.1,3.2,594,1008,405
EZH1,uc002iaz.2,20.6,12,6.2,1016,1003,402
CRAMP1L,uc010uvh.1,17.4,17.7,9.2,1434,2501,1016
SLC2A12,uc003qem.1,3.3,3.3,1.7,143,224,92
KLHL17,uc001aca.1,23.7,19.8,10.2,972,1425,569
TNK2,uc003fvt.1,39.8,28.8,14.9,2781,3415,1408
ZSCAN30,uc002kyl.2,17.8,16.5,8.6,146,236,94
ODZ4,uc001ozl.3,3.6,2.9,1.5,674,867,365
CCDC130,uc002mxc.1,43.7,28.1,14.5,1101,1219,495
ZNF266,uc002mln.2,10.6,14.3,7.4,386,875,349
KAT2A,uc002hyx.2,74.4,67.8,35,4069,6289,2544
MAP3K12,uc001sdm.1,40.5,28.3,14.6,2314,2692,1087
PPM1B,uc002rtt.2,36,46.4,23.9,1151,2503,991
SH3RF2,uc003lnt.2,10.9,9.4,4.9,536,736,307
FAM40A,uc001dza.1,33,27,13.9,1805,2535,1011
ZNF680,uc003tta.2,8.5,10.7,5.5,292,614,242
AFF3,uc002taf.2,8.4,6.7,3.5,691,937,378
MAU2,uc002nmk.3,32.8,31.7,16.3,1313,2172,864
MYBL1,uc003xwj.2,20.1,23.3,12,1020,1917,781
CEP44,uc010iro.2,13.9,16.1,8.3,378,718,284
OSBPL5,uc001lxk.2,19.9,14.7,7.5,1130,1440,574
SKA3,uc001unt.2,32.7,44.7,23,908,2016,815
SKA1,uc002leu.2,23.2,24.2,12.4,390,685,270
CRTC1,uc010ebv.2,11.7,9.2,4.7,482,670,264
APOLD1,uc001rau.3,26.5,15.4,7.9,469,445,188
GSTCD,uc003hxz.3,16.4,26.9,13.7,696,1886,754
ULK1,uc001uje.2,38.1,34.2,17.5,2573,4002,1592
CUEDC1,uc002ivd.1,63.6,42.9,21.9,1573,1804,726
PARP2,uc001vxc.2,31,40.7,20.7,1209,2655,1047
CLK3,uc010uln.1,57.4,48.2,24.6,2334,3309,1341
ZNF333,uc002mzn.2,14.2,10.2,5.2,607,770,299
ATG4C,uc001dau.2,15.5,20.3,10.4,490,1022,409
SGSM2,uc002fum.3,37.2,33.4,17,2527,3897,1551
PSMC3IP,uc002iai.2,61.2,65,33.1,850,1501,610
none,uc003grg.2,7.2,8.4,4.3,243,476,185
PIDD,uc001lro.1,19.9,15.2,7.7,1167,1520,611
TTI1,uc002xhl.2,35.3,42.7,21.7,2541,5143,2053
CEP68,uc002sdl.3,13.4,8.4,4.3,656,706,281
AZI1,uc002jzn.1,19.7,17.2,8.7,1354,2035,821
TMEM194A,uc001smy.2,39,41,20.8,1148,2010,795
SLC27A1,uc002ngu.1,18.8,9,4.6,779,646,256
CEP164,uc001prc.2,27.2,28.1,14.2,2581,4470,1809
SLFN5,uc002hjf.3,59.8,58.6,29.7,3444,5793,2292
NLRP1,uc002gci.2,18.4,13.1,6.6,1758,2176,852
SLC4A3,uc002vmp.3,19.9,15.2,7.7,1602,2075,820
NCAPG,uc003gpp.2,88.5,110.9,56,5701,11907,4641
INSR,uc002mgd.1,3.6,3.2,1.6,333,500,192
